"dist" "year" "state" "obs" "pop_linear" "x1" "x2" "x3" "x4" "x5" "x6"
"Chandauli" 2008 "Uttar Pradesh" 19 430139 919 732 55.484 156.696 1.2943343211621 2.85832162589963
"Chandauli" 2009 "Uttar Pradesh" 13 439925 919 744 57.106 148.98 1.32519838219782 1.6962539292132
"Chandauli" 2010 "Uttar Pradesh" 15 449706 918 756 58.728 163.44 1.30252632796467 1.09412211549032
"Chandauli" 2011 "Uttar Pradesh" 17 459492 918 768 60.35 181.5 0.97298382388788 1.22903219859522
"Chandauli" 2012 "Uttar Pradesh" 14 469278 918 780 61.972 182.112 1.25833901263674 1.25833901263674
"Chandauli" 2013 "Uttar Pradesh" 16 479059 917 792 63.594 175.14 1.53364520750714 1.53364520750714
"Chandauli" 2014 "Uttar Pradesh" 20 488845 917 804 65.216 186.06 0.972520461830517 2.52855320075934
"Chitrakoot" 2001 "Uttar Pradesh" 8 156218 873 243 50.3 50.628 3.65427909556592 3.00172925707201
"Chitrakoot" 2002 "Uttar Pradesh" 9 161890 874 250 50.544 57.9 3.17965428254917 2.54372342603933
"Chitrakoot" 2003 "Uttar Pradesh" 6 167563 874 256 50.788 66.216 3.71841208930138 1.73525897500731
"Chitrakoot" 2004 "Uttar Pradesh" 8 173235 875 262 51.032 91.644 3.01976131806542 2.1742281490071
"Chitrakoot" 2005 "Uttar Pradesh" 12 178908 875 269 51.276 86.604 2.70742717903745 1.29485647693095
"Chitrakoot" 2006 "Uttar Pradesh" 9 184580 876 276 51.52 99.048 4.12978538881929 2.8679065200134
"Chitrakoot" 2007 "Uttar Pradesh" 7 190252 877 282 51.764 90.048 2.57128036346725 3.01845955711373
"Chitrakoot" 2008 "Uttar Pradesh" 17 195925 877 288 52.008 111.18 3.05053427928949 3.81316784911186
"Chitrakoot" 2009 "Uttar Pradesh" 9 201597 878 295 52.252 114.732 2.22963309794778 3.29136314458958
"Chitrakoot" 2010 "Uttar Pradesh" 15 207270 878 302 52.496 123.06 2.06938010684209 2.58672513355262
"Chitrakoot" 2011 "Uttar Pradesh" 14 212942 879 308 52.74 302.532 2.42001351174211 5.14252871245198
"Chitrakoot" 2012 "Uttar Pradesh" 22 218614 880 314 52.984 292.284 3.34104065555148 6.68208131110297
"Chitrakoot" 2013 "Uttar Pradesh" 14 224287 880 321 53.228 252.168 1.9152666865216 4.02206004169536
"Chitrakoot" 2014 "Uttar Pradesh" 23 229959 881 328 53.472 217.2 3.07970558014654 5.78611351421471
"Deoria" 2001 "Uttar Pradesh" 27 627027 1002 1068 42.51 71.832 1.76948740161834 3.20719591543325
"Deoria" 2002 "Uttar Pradesh" 15 642871 1004 1083 44.197 75.888 1.41860275630878 1.92784477139398
"Deoria" 2003 "Uttar Pradesh" 21 658714 1005 1099 45.884 80.184 1.22029567046274 1.5074240635128
"Deoria" 2004 "Uttar Pradesh" 16 674559 1006 1114 47.571 89.604 1.55821987544865 2.3019157250946
"Deoria" 2005 "Uttar Pradesh" 17 690402 1008 1129 49.258 89.496 1.36279533784221 1.25796492723896
"Deoria" 2006 "Uttar Pradesh" 23 706245 1010 1144 50.945 94.56 1.10333147490938 1.86187186390958
"Deoria" 2007 "Uttar Pradesh" 25 722089 1011 1160 52.632 101.436 1.05464848225877 1.36083675130164
"Deoria" 2008 "Uttar Pradesh" 36 737932 1012 1175 54.319 102.084 1.10777064179531 1.20847706377671
"Deoria" 2009 "Uttar Pradesh" 30 753777 1014 1190 56.006 102.048 0.629331623317863 1.55676769978629
"Deoria" 2010 "Uttar Pradesh" 21 769620 1016 1206 57.693 118.596 1.11120661677785 1.17657171188243
"Deoria" 2011 "Uttar Pradesh" 27 785464 1017 1221 59.38 126.036 1.09643960262449 1.45117006229712
"Deoria" 2012 "Uttar Pradesh" 29 801308 1018 1236 61.067 128.328 1.11368850450726 1.49552456319546
"Deoria" 2013 "Uttar Pradesh" 37 817151 1020 1252 62.754 145.884 1.56984096883049 3.13968193766099
"Deoria" 2014 "Uttar Pradesh" 31 832996 1022 1267 64.441 147.18 1.30114265108435 1.70387728118188
"Etah" 2001 "Uttar Pradesh" 68 568687 850 636 43.43 125.592 15.3678191463817 8.70843084961628
"Etah" 2002 "Uttar Pradesh" 81 552371 852 645 44.967 132.828 13.2761825285438 4.36217425937867
"Etah" 2003 "Uttar Pradesh" 38 536055 855 655 46.504 140.472 8.55120172472121 3.24571160354382
"Etah" 2004 "Uttar Pradesh" 47 519739 857 664 48.041 147.216 9.12055088127323 4.12889803408991
"Etah" 2005 "Uttar Pradesh" 43 503423 859 674 49.578 157.116 8.82226423107274 3.95480810358433
"Etah" 2006 "Uttar Pradesh" 46 487107 862 683 51.115 166.164 8.2898018617213 2.64312523127346
"Etah" 2007 "Uttar Pradesh" 56 470789 864 692 52.652 193.836 8.36251316651009 4.80399692544197
"Etah" 2008 "Uttar Pradesh" 34 454472 866 702 54.189 187.476 7.26093092161122 4.91869514044631
"Etah" 2009 "Uttar Pradesh" 42 438157 868 711 55.726 187.26 6.24377068249039 3.35313610726336
"Etah" 2010 "Uttar Pradesh" 30 421842 871 721 57.263 199.86 5.82205405491795 3.08226391142715
"Etah" 2011 "Uttar Pradesh" 30 405525 873 730 58.8 219.024 5.6354537667373 2.47959965736441
"Etah" 2012 "Uttar Pradesh" 38 389208 875 739 60.337 205.476 6.84363300099984 3.44963614684545
"Etah" 2013 "Uttar Pradesh" 32 372893 878 749 61.874 257.904 5.82291206029461 5.10878133591885
"Etah" 2014 "Uttar Pradesh" 42 356578 880 758 63.411 274.812 4.61005697488061 5.36936047662565
"Etawah" 2001 "Uttar Pradesh" 29 287121 858 579 57.38 123.612 6.12456315806377 3.58511014130562
"Etawah" 2002 "Uttar Pradesh" 25 295981 859 590 58.603 129.984 6.24365075808938 4.18691874365994
"Etawah" 2003 "Uttar Pradesh" 16 304838 860 600 59.826 136.68 3.17856376596235 3.1063236803723
"Etawah" 2004 "Uttar Pradesh" 13 313696 862 610 61.049 152.136 5.04422936608246 2.84181936117322
"Etawah" 2005 "Uttar Pradesh" 29 322555 863 621 62.272 151.128 4.68133718553816 2.44547464916173
"Etawah" 2006 "Uttar Pradesh" 30 331415 864 632 63.495 158.916 5.49722390192953 1.99274366444945
"Etawah" 2007 "Uttar Pradesh" 28 340273 865 642 64.718 162.696 4.46021588796478 3.51410948748741
"Etawah" 2008 "Uttar Pradesh" 28 349130 866 652 65.941 173.328 4.65230654712454 4.7852295913281
"Etawah" 2009 "Uttar Pradesh" 35 357990 868 663 67.164 174.876 2.94131296288913 3.00667547317555
"Etawah" 2010 "Uttar Pradesh" 29 366849 869 674 68.387 189.252 2.82839424987449 2.31414074989731
"Etawah" 2011 "Uttar Pradesh" 42 375707 870 684 69.61 210.156 3.72990435007997 1.89656153393897
"Etawah" 2012 "Uttar Pradesh" 26 384565 871 694 70.833 218.364 3.66822576623952 3.23301253973652
"Etawah" 2013 "Uttar Pradesh" 30 393424 872 705 72.056 232.188 3.79100321562676 3.36298672353987
"Etawah" 2014 "Uttar Pradesh" 31 402284 874 716 73.279 235.248 3.30737743610898 3.9087187881288
"Faizabad" 2001 "Uttar Pradesh" 17 474541 939 892 42.26 96.012 3.68610119640313 4.73927296680403
"Faizabad" 2002 "Uttar Pradesh" 12 487761 941 908 43.937 102.528 2.91859199590267 3.3893326404031
"Faizabad" 2003 "Uttar Pradesh" 4 500982 944 925 45.614 109.476 1.43498853860767 1.62014835004092
"Faizabad" 2004 "Uttar Pradesh" 14 514199 946 941 47.291 110.088 2.27594566680429 2.77665371350123
"Faizabad" 2005 "Uttar Pradesh" 15 527419 948 958 48.968 124.836 2.46184035547184 2.95420842656621
"Faizabad" 2006 "Uttar Pradesh" 12 540641 950 974 50.645 133.308 1.98068175065858 3.47719685115617
"Faizabad" 2007 "Uttar Pradesh" 17 553860 953 990 52.322 140.22 2.25066427057486 2.8998943486253
"Faizabad" 2008 "Uttar Pradesh" 18 567080 955 1007 53.999 155.256 1.83012600204719 2.76646953797831
"Faizabad" 2009 "Uttar Pradesh" 18 580297 957 1023 55.676 159.384 1.25556424220002 2.84594561565337
"Faizabad" 2010 "Uttar Pradesh" 18 593518 960 1040 57.353 186.144 1.56389091120104 2.51045646271746
"Faizabad" 2011 "Uttar Pradesh" 28 606738 962 1056 59.03 184.416 1.98300604290739 3.35896941961865
"Faizabad" 2012 "Uttar Pradesh" 30 619958 964 1072 60.707 210.3 1.79079388678681 3.62138319327999
"Faizabad" 2013 "Uttar Pradesh" 27 633179 967 1089 62.384 214.8 1.44790458856617 3.24800218516195
"Faizabad" 2014 "Uttar Pradesh" 28 646396 969 1105 64.061 205.464 1.23138350169296 3.0399780198045
"Farrukhabad" 2001 "Uttar Pradesh" 22 333033 848 720 48.65 139.74 7.64132633048227 3.05653053219291
"Farrukhabad" 2002 "Uttar Pradesh" 32 343589 851 734 49.729 144.144 6.00238970139987 2.00079656713329
"Farrukhabad" 2003 "Uttar Pradesh" 18 354145 853 749 50.808 148.692 4.42029110072616 2.14875261840855
"Farrukhabad" 2004 "Uttar Pradesh" 21 364702 856 763 51.887 150.876 5.36504941572201 1.86872507738632
"Farrukhabad" 2005 "Uttar Pradesh" 14 375258 858 778 52.966 158.232 4.14330876351237 1.24299262905371
"Farrukhabad" 2006 "Uttar Pradesh" 37 385815 861 792 54.045 163.224 4.94007399649662 1.85979256338696
"Farrukhabad" 2007 "Uttar Pradesh" 24 396370 864 806 55.124 165.024 3.65224467528406 2.16852027594991
"Farrukhabad" 2008 "Uttar Pradesh" 26 406926 866 821 56.203 172.2 3.64215848880681 2.46546113088461
"Farrukhabad" 2009 "Uttar Pradesh" 23 417483 869 835 57.282 188.124 3.41116286542082 2.64090028290644
"Farrukhabad" 2010 "Uttar Pradesh" 24 428039 871 850 58.361 206.352 2.53906650949665 1.45861267566829
"Farrukhabad" 2011 "Uttar Pradesh" 25 438595 874 864 59.44 190.86 3.23572409139807 2.12178628944136
"Farrukhabad" 2012 "Uttar Pradesh" 34 449151 877 878 60.519 172.548 3.54173491885 3.90632527814338
"Farrukhabad" 2013 "Uttar Pradesh" 34 459707 879 893 61.598 177.516 2.86391689731426 3.01734101681324
"Farrukhabad" 2014 "Uttar Pradesh" 39 470264 882 907 62.677 235.572 2.91249898941307 2.36012849142093
"Fatehpur" 2001 "Uttar Pradesh" 46 501447 893 556 41.93 98.256 5.71828603906456 3.03242441465545
"Fatehpur" 2002 "Uttar Pradesh" 26 512791 894 564 43.395 103.92 3.89066130125946 2.5652711876436
"Fatehpur" 2003 "Uttar Pradesh" 24 524133 895 572 44.86 109.92 3.080314343969 1.3924708678216
"Fatehpur" 2004 "Uttar Pradesh" 23 535477 895 579 46.325 116.688 3.62310994431238 1.37428308232539
"Fatehpur" 2005 "Uttar Pradesh" 22 546820 896 587 47.79 122.964 3.78129173035609 1.10972692086537
"Fatehpur" 2006 "Uttar Pradesh" 27 558165 897 595 49.255 130.056 3.5290824791196 1.86595165562645
"Fatehpur" 2007 "Uttar Pradesh" 33 569508 898 603 50.72 133.272 2.64226600732788 1.76151067155192
"Fatehpur" 2008 "Uttar Pradesh" 41 580852 899 611 52.185 145.728 2.92384605871478 3.00286892516653
"Fatehpur" 2009 "Uttar Pradesh" 38 592195 899 618 53.65 146.712 2.72967484113292 1.67680025955308
"Fatehpur" 2010 "Uttar Pradesh" 42 603536 900 626 55.115 171.024 2.88645161191004 1.23155268774828
"Fatehpur" 2011 "Uttar Pradesh" 45 614881 901 634 56.58 179.088 2.43093393823073 1.55731705417906
"Fatehpur" 2012 "Uttar Pradesh" 41 626226 902 642 58.045 179.46 2.96149124204568 2.36169554745415
"Fatehpur" 2013 "Uttar Pradesh" 39 637567 903 650 59.51 204.228 2.2568527854928 1.81288174572373
"Fatehpur" 2014 "Uttar Pradesh" 43 648910 903 657 60.975 190.296 2.00828948872236 2.70206222119008
"Firozabad" 2001 "Uttar Pradesh" 48 433015 852 859 50.95 131.4 6.57587734381317 5.11457126741024
"Firozabad" 2002 "Uttar Pradesh" 36 448404 854 877 52.03 136.812 6.59135958732357 2.48370071406396
"Firozabad" 2003 "Uttar Pradesh" 30 463797 857 895 53.11 142.44 4.44934027992439 1.68606579028714
"Firozabad" 2004 "Uttar Pradesh" 48 479186 859 913 54.19 142.716 5.64876009715867 3.35251615522425
"Firozabad" 2005 "Uttar Pradesh" 48 494576 861 931 55.27 154.416 5.49394135352702 2.61187375823416
"Firozabad" 2006 "Uttar Pradesh" 35 509966 864 948 56.35 160.788 5.60794791938509 2.87020956503961
"Firozabad" 2007 "Uttar Pradesh" 56 525357 866 966 57.43 170.196 5.32575661465466 3.68040091256623
"Firozabad" 2008 "Uttar Pradesh" 41 540747 868 984 58.51 177.864 5.13733235738171 2.84463857805434
"Firozabad" 2009 "Uttar Pradesh" 47 556136 870 1002 59.59 184.86 4.87095507772088 1.95670845002463
"Firozabad" 2010 "Uttar Pradesh" 54 571529 873 1020 60.67 191.508 4.44970244145784 1.59209536896198
"Firozabad" 2011 "Uttar Pradesh" 43 586918 875 1038 61.75 191.208 3.84283447470855 2.5618896498057
"Firozabad" 2012 "Uttar Pradesh" 50 602307 877 1056 62.83 212.904 3.92515206039082 2.51209731865012
"Firozabad" 2013 "Uttar Pradesh" 66 617700 880 1074 63.91 201.696 4.07979619493574 3.38700061466363
"Firozabad" 2014 "Uttar Pradesh" 55 633089 882 1092 64.99 224.436 5.28368082340882 4.22694465872706
"Gautam Buddha Nagar" 2001 "Uttar Pradesh" 17 265270 841 898 53.7 457.896 7.65371912514663 4.65878555443708
"Gautam Buddha Nagar" 2002 "Uttar Pradesh" 17 279483 842 937 55.412 492.9 5.80376503134839 5.23951009774508
"Gautam Buddha Nagar" 2003 "Uttar Pradesh" 14 293694 843 976 57.124 530.568 5.1548283949817 2.96793150014098
"Gautam Buddha Nagar" 2004 "Uttar Pradesh" 14 307907 844 1014 58.836 541.776 4.76764178815324 3.55681212766988
"Gautam Buddha Nagar" 2005 "Uttar Pradesh" 14 322120 845 1053 60.548 614.772 5.05946706946868 6.45265365381513
"Gautam Buddha Nagar" 2006 "Uttar Pradesh" 13 336332 846 1092 62.26 661.764 6.18112837564209 8.17045704826253
"Gautam Buddha Nagar" 2007 "Uttar Pradesh" 14 350544 847 1131 63.972 680.04 5.16300643930163 9.499931848315
"Gautam Buddha Nagar" 2008 "Uttar Pradesh" 25 364756 848 1170 65.684 822.192 4.33558205522598 5.60290604059972
"Gautam Buddha Nagar" 2009 "Uttar Pradesh" 22 378970 849 1208 67.396 863.532 5.04105551947108 8.91879053444883
"Gautam Buddha Nagar" 2010 "Uttar Pradesh" 19 393182 850 1247 69.108 800.112 6.26209758978126 10.3950819990369
"Gautam Buddha Nagar" 2011 "Uttar Pradesh" 25 407394 851 1286 70.82 1020.744 5.33943323129757 10.3148141968249
"Gautam Buddha Nagar" 2012 "Uttar Pradesh" 17 421606 852 1325 72.532 1140.36 5.23233323260602 11.1113593366577
"Gautam Buddha Nagar" 2013 "Uttar Pradesh" 31 435818 853 1364 74.244 1043.532 5.46851190967841 12.9877157854862
"Gautam Buddha Nagar" 2014 "Uttar Pradesh" 35 450032 854 1402 75.956 1138.848 5.74016376024881 11.1491642266371
"Ghaziabad" 2001 "Uttar Pradesh" 33 765076 860 2800 58.01 241.968 6.98963649635658 6.89846732466497
"Ghaziabad" 2002 "Uttar Pradesh" 21 807862 862 2917 59.188 249.444 6.77682478475514 5.60334863155078
"Ghaziabad" 2003 "Uttar Pradesh" 17 850648 864 3034 60.366 257.148 4.98441661793172 3.45510697379358
"Ghaziabad" 2004 "Uttar Pradesh" 35 893434 866 3151 61.544 249.3 5.19448848368233 3.69082076472166
"Ghaziabad" 2005 "Uttar Pradesh" 33 936222 868 3268 62.722 273.276 4.82978440950871 2.63922645328345
"Ghaziabad" 2006 "Uttar Pradesh" 41 979008 870 3386 63.9 281.724 3.71977744520589 2.90448375858542
"Ghaziabad" 2007 "Uttar Pradesh" 37 1021793 873 3503 65.078 300.252 3.68929087402252 2.87764688173757
"Ghaziabad" 2008 "Uttar Pradesh" 39 1064581 875 3620 66.256 313.308 3.3952761499183 2.73046683385038
"Ghaziabad" 2009 "Uttar Pradesh" 66 1107367 877 3737 67.434 317.112 5.82183978388597 9.03072785374438
"Ghaziabad" 2010 "Uttar Pradesh" 69 1150153 879 3854 68.612 313.368 4.77933838910629 6.70434968471855
"Ghaziabad" 2011 "Uttar Pradesh" 62 1192939 881 3971 69.79 334.176 4.76328299134172 5.83128366204614
"Ghaziabad" 2012 "Uttar Pradesh" 58 1235725 883 4088 70.968 325.056 4.16524302646558 4.88694355085318
"Ghaziabad" 2013 "Uttar Pradesh" 65 1278511 885 4205 72.146 338.748 3.78207447979556 4.71764027216604
"Ghaziabad" 2014 "Uttar Pradesh" 54 1321297 887 4322 73.324 364.476 3.99693696273145 4.63106638470326
"Ghazipur" 2001 "Uttar Pradesh" 22 674643 976 899 44.03 82.212 1.51436241062793 3.02872482125585
"Ghazipur" 2002 "Uttar Pradesh" 14 692120 974 916 45.656 86.916 1.77915336884308 1.48801918121421
"Ghazipur" 2003 "Uttar Pradesh" 11 709593 971 934 47.282 91.896 1.52570527315528 1.65284737925155
"Ghazipur" 2004 "Uttar Pradesh" 17 727070 969 951 48.908 96.468 1.90518904784898 1.78025861848183
"Ghazipur" 2005 "Uttar Pradesh" 19 744545 966 968 50.534 102.72 1.47308625380355 1.31963976903235
"Ghazipur" 2006 "Uttar Pradesh" 22 762021 964 986 52.16 108.6 1.32683905924698 0.995129294435237
"Ghazipur" 2007 "Uttar Pradesh" 22 779496 962 1003 53.786 114.324 1.18523470165717 1.33338903936431
"Ghazipur" 2008 "Uttar Pradesh" 33 796971 959 1020 55.412 120.708 1.19373226506912 1.13550142287063
"Ghazipur" 2009 "Uttar Pradesh" 29 814448 957 1037 57.038 124.56 1.05853104499901 1.00131315067474
"Ghazipur" 2010 "Uttar Pradesh" 32 831921 954 1055 58.664 143.34 1.26500755771738 0.759004534630425
"Ghazipur" 2011 "Uttar Pradesh" 35 849398 952 1072 60.29 139.272 1.27062416373594 0.801045668442226
"Ghazipur" 2012 "Uttar Pradesh" 32 866875 950 1089 61.916 161.808 1.27566287650036 2.11705753972401
"Ghazipur" 2013 "Uttar Pradesh" 27 884348 947 1107 63.542 155.424 1.33348054958601 1.38681977156945
"Ghazipur" 2014 "Uttar Pradesh" 31 901825 945 1124 65.168 166.524 1.67716379024341 2.12266042202682
"Gonda" 2001 "Uttar Pradesh" 26 602590 906 691 27.17 81.156 2.4587917352778 4.26672683474678
"Gonda" 2002 "Uttar Pradesh" 29 622098 908 708 29.162 85.944 0.813842397650473 3.75075191960652
"Gonda" 2003 "Uttar Pradesh" 16 641604 909 724 31.154 91.008 0.727162677025157 1.6967129130587
"Gonda" 2004 "Uttar Pradesh" 15 661112 910 741 33.146 101.388 1.76203810881805 2.43974507374807
"Gonda" 2005 "Uttar Pradesh" 26 680619 912 758 35.138 102.06 1.02795336805605 2.1885458803774
"Gonda" 2006 "Uttar Pradesh" 28 700127 914 774 37.13 108.072 1.78473615758636 2.49863062062091
"Gonda" 2007 "Uttar Pradesh" 35 719635 915 791 39.122 111.156 1.4607264637273 2.31810938808898
"Gonda" 2008 "Uttar Pradesh" 43 739142 916 808 41.114 114.348 1.52267401444924 1.83342381331644
"Gonda" 2009 "Uttar Pradesh" 42 758650 918 825 43.106 123.516 1.79416543482512 1.88539418574843
"Gonda" 2010 "Uttar Pradesh" 47 778156 920 841 45.098 144.204 1.51768053181907 2.17236625142729
"Gonda" 2011 "Uttar Pradesh" 27 797664 921 858 47.09 149.832 1.33957731676257 2.8538821096246
"Gonda" 2012 "Uttar Pradesh" 37 817172 922 875 49.082 147.204 1.11141002024476 3.02075543963961
"Gonda" 2013 "Uttar Pradesh" 32 836678 924 891 51.074 159.12 0.752962069117456 2.37043614351792
"Gonda" 2014 "Uttar Pradesh" 28 856186 926 908 53.066 174.168 1.22806572280264 2.04677620467107
"Gorakhpur" 2001 "Uttar Pradesh" 16 868635 960 1135 42.88 103.356 2.54678659201752 3.634476699025
"Gorakhpur" 2002 "Uttar Pradesh" 30 892826 959 1155 44.528 109.224 2.92294185746692 4.5409989571361
"Gorakhpur" 2003 "Uttar Pradesh" 18 917016 958 1175 46.176 115.416 2.10521667557533 3.49157887656396
"Gorakhpur" 2004 "Uttar Pradesh" 25 941207 957 1196 47.824 121.788 2.47508373612375 4.8238876897922
"Gorakhpur" 2005 "Uttar Pradesh" 16 965397 956 1216 49.472 128.892 2.33546000984372 2.98143831043879
"Gorakhpur" 2006 "Uttar Pradesh" 16 989588 955 1236 51.12 136.212 2.17528122842286 2.39525348747686
"Gorakhpur" 2007 "Uttar Pradesh" 23 1013779 954 1256 52.768 144.06 1.80329816020308 2.1639577922437
"Gorakhpur" 2008 "Uttar Pradesh" 43 1037968 953 1276 54.416 150.288 1.79763119514564 3.59526239029128
"Gorakhpur" 2009 "Uttar Pradesh" 50 1062160 952 1297 56.064 159.492 1.83820920263371 3.18778051595973
"Gorakhpur" 2010 "Uttar Pradesh" 61 1086351 951 1317 57.712 177.552 2.4034659352195 5.7225379409988
"Gorakhpur" 2011 "Uttar Pradesh" 41 1110541 950 1337 59.36 179.064 2.3643882595738 4.61618660202504
"Gorakhpur" 2012 "Uttar Pradesh" 53 1134731 949 1357 61.008 184.056 2.17088305320081 4.36391797429143
"Gorakhpur" 2013 "Uttar Pradesh" 39 1158922 948 1377 62.656 200.952 2.70217086741646 4.22758990547414
"Gorakhpur" 2014 "Uttar Pradesh" 58 1183114 947 1398 64.304 213.06 2.42242505327727 4.93059966596259
"Hamirpur" 2001 "Uttar Pradesh" 22 217438 851 253 40.14 133.512 15.9922461836685 14.5384056215168
"Hamirpur" 2002 "Uttar Pradesh" 17 220863 852 255 41.721 139.272 14.8779170916072 7.91889135521027
"Hamirpur" 2003 "Uttar Pradesh" 12 224290 853 257 43.302 145.296 8.55533639107393 2.61413056393926
"Hamirpur" 2004 "Uttar Pradesh" 16 227717 854 260 44.883 152.592 11.7676408704289 8.2373486093002
"Hamirpur" 2005 "Uttar Pradesh" 6 231143 855 262 46.464 158.124 11.1877941166188 6.75929227879051
"Hamirpur" 2006 "Uttar Pradesh" 12 234568 856 264 48.045 164.952 8.30978893136114 3.6932395250494
"Hamirpur" 2007 "Uttar Pradesh" 9 237996 857 266 49.626 153.636 5.02915768466724 2.05738268918205
"Hamirpur" 2008 "Uttar Pradesh" 13 241423 858 268 51.207 179.244 5.20696556158255 2.94306749132927
"Hamirpur" 2009 "Uttar Pradesh" 20 244849 859 271 52.788 194.724 6.7260803766605 3.13883750910823
"Hamirpur" 2010 "Uttar Pradesh" 15 248275 860 273 54.369 208.884 4.88481820704968 3.55259505967249
"Hamirpur" 2011 "Uttar Pradesh" 15 251701 861 275 55.95 210.42 7.47633958413961 3.29838511064983
"Hamirpur" 2012 "Uttar Pradesh" 17 255127 862 277 57.531 218.028 7.83965296469543 6.09750786142978
"Hamirpur" 2013 "Uttar Pradesh" 15 258553 863 279 59.112 220.248 7.1169311792755 6.68560201689516
"Hamirpur" 2014 "Uttar Pradesh" 26 261979 864 282 60.693 217.596 6.6210172445462 6.19385484167226
"Hardoi" 2001 "Uttar Pradesh" 63 698939 844 568 36.77 96.144 5.35560953016003 2.61895191310023
"Hardoi" 2002 "Uttar Pradesh" 26 719381 846 580 38.412 100.764 3.89937532007372 1.21313898846738
"Hardoi" 2003 "Uttar Pradesh" 18 739820 849 591 40.054 105.588 2.86356014808859 1.13408322696578
"Hardoi" 2004 "Uttar Pradesh" 44 760264 851 603 41.696 110.94 3.2282464888645 1.97590948887396
"Hardoi" 2005 "Uttar Pradesh" 25 780704 854 614 43.338 115.968 2.48584366665765 1.31121424175349
"Hardoi" 2006 "Uttar Pradesh" 35 801145 856 626 44.98 121.536 2.33278865846419 1.01891918415677
"Hardoi" 2007 "Uttar Pradesh" 42 821587 858 638 46.622 126.048 2.26348848318636 0.921187173389798
"Hardoi" 2008 "Uttar Pradesh" 50 842027 861 649 48.264 131.088 1.83426415780665 0.98171884502328
"Hardoi" 2009 "Uttar Pradesh" 45 862471 863 661 49.906 137.088 1.92726257456414 1.31865334049125
"Hardoi" 2010 "Uttar Pradesh" 24 882910 866 672 51.548 147.048 1.69262186130656 0.721853440851329
"Hardoi" 2011 "Uttar Pradesh" 32 903352 868 684 53.19 161.292 1.49040581795792 1.51483870021953
"Hardoi" 2012 "Uttar Pradesh" 48 923794 870 696 54.832 163.404 1.84666936392313 1.24710138862341
"Hardoi" 2013 "Uttar Pradesh" 24 944233 873 707 56.474 173.676 1.53015524013432 1.43599184074144
"Hardoi" 2014 "Uttar Pradesh" 40 964677 875 719 58.116 167.508 1.82546266235642 1.08603474849053
"Hathras" 2001 "Uttar Pradesh" 31 274843 858 726 46.31 178.26 6.43697638752394 6.81121920075208
"Hathras" 2002 "Uttar Pradesh" 21 283602 859 738 47.602 188.376 5.59932277664522 4.19949208248392
"Hathras" 2003 "Uttar Pradesh" 10 292359 861 751 48.894 199.068 3.77105900764582 2.82829425573437
"Hathras" 2004 "Uttar Pradesh" 24 301116 862 763 50.186 204.192 4.71131758420766 4.99685198325055
"Hathras" 2005 "Uttar Pradesh" 20 309875 863 776 51.478 222.3 4.56720145082424 3.44296724754443
"Hathras" 2006 "Uttar Pradesh" 22 318634 864 788 52.77 234.924 4.91058583980701 3.52732222295996
"Hathras" 2007 "Uttar Pradesh" 17 327392 866 800 54.062 234.132 3.81242592150079 3.47203074993822
"Hathras" 2008 "Uttar Pradesh" 27 336149 867 813 55.354 256.776 3.88668829362992 2.21139161534116
"Hathras" 2009 "Uttar Pradesh" 23 344908 868 825 56.646 281.724 3.4959545868903 2.11076503359414
"Hathras" 2010 "Uttar Pradesh" 30 353667 870 838 57.938 335.58 4.02550089892032 2.7918796557028
"Hathras" 2011 "Uttar Pradesh" 24 362424 871 850 59.23 323.484 3.89849096444832 3.06766502120523
"Hathras" 2012 "Uttar Pradesh" 18 371181 872 862 60.522 329.748 3.33411758489104 4.84390667993604
"Hathras" 2013 "Uttar Pradesh" 21 379940 874 875 61.814 299.916 3.77722777488465 2.41494890525412
"Hathras" 2014 "Uttar Pradesh" 24 388699 875 887 63.106 373.428 4.38848048253781 4.26657824691176
"Jalaun" 2001 "Uttar Pradesh" 29 315601 849 319 49.21 167.328 5.70661665011977 6.32540640736167
"Jalaun" 2002 "Uttar Pradesh" 22 324474 851 324 50.535 172.152 5.35068671661544 2.43828761769818
"Jalaun" 2003 "Uttar Pradesh" 22 333348 852 329 51.86 177.12 4.53704766302013 0.600491602458546
"Jalaun" 2004 "Uttar Pradesh" 28 342220 854 334 53.185 184.032 5.78400931751319 2.8920046587566
"Jalaun" 2005 "Uttar Pradesh" 21 351094 855 339 54.51 187.488 3.82014993117255 2.00719742146354
"Jalaun" 2006 "Uttar Pradesh" 36 359965 857 344 55.835 192.888 3.06162086035373 2.04108057356915
"Jalaun" 2007 "Uttar Pradesh" 32 368838 859 350 57.16 168.012 3.01601503986167 1.50800751993083
"Jalaun" 2008 "Uttar Pradesh" 37 377712 860 355 58.485 209.748 2.66159931169804 1.54744146028956
"Jalaun" 2009 "Uttar Pradesh" 34 386584 862 360 59.81 219.228 2.25609756097561 1.28048780487805
"Jalaun" 2010 "Uttar Pradesh" 23 395458 863 365 61.135 230.508 2.10235463719366 0.720807304180682
"Jalaun" 2011 "Uttar Pradesh" 40 404331 865 370 62.46 233.112 2.24855530321768 1.18345015958825
"Jalaun" 2012 "Uttar Pradesh" 40 413204 867 375 63.785 255.168 2.68138865621042 2.15676913651707
"Jalaun" 2013 "Uttar Pradesh" 22 422078 868 380 65.11 208.428 1.78010429114237 1.83752701021148
