"dist" "year" "state" "obs" "pop_linear" "x1" "x2" "x3" "x4" "x5" "x6"
"Jalaun" 2014 "Uttar Pradesh" 30 430950 870 385 66.435 231.396 2.0364248525289 2.26269428058767
"Jaunpur" 2001 "Uttar Pradesh" 43 872742 1014 969 44.07 77.592 1.43161031362747 2.58201145850669
"Jaunpur" 2002 "Uttar Pradesh" 23 897701 1015 983 45.644 81.42 1.28581369315947 1.71441825754596
"Jaunpur" 2003 "Uttar Pradesh" 22 922659 1016 998 47.218 85.44 0.820526897617637 1.41727373224865
"Jaunpur" 2004 "Uttar Pradesh" 29 947620 1017 1012 48.792 87.192 1.29964808962766 1.88816797927037
"Jaunpur" 2005 "Uttar Pradesh" 26 972578 1018 1027 50.366 94.08 0.991527518274336 1.23336349834125
"Jaunpur" 2006 "Uttar Pradesh" 46 997538 1019 1041 51.94 98.724 1.47871238495558 1.00170838980862
"Jaunpur" 2007 "Uttar Pradesh" 47 1022497 1020 1055 53.514 104.172 1.03494126355508 1.45832632591853
"Jaunpur" 2008 "Uttar Pradesh" 44 1047456 1021 1070 55.088 108.936 0.927884793823999 1.623798389192
"Jaunpur" 2009 "Uttar Pradesh" 47 1072416 1022 1084 56.662 112.212 1.0523565695189 1.25825242007695
"Jaunpur" 2010 "Uttar Pradesh" 39 1097373 1023 1099 58.236 123.84 0.902476983452633 1.12809622931579
"Jaunpur" 2011 "Uttar Pradesh" 42 1122333 1024 1113 59.81 124.896 0.912286135653833 1.17929671194276
"Jaunpur" 2012 "Uttar Pradesh" 51 1147293 1025 1127 61.384 138.612 1.0972063371127 1.11915046385495
"Jaunpur" 2013 "Uttar Pradesh" 60 1172250 1026 1142 62.958 138.972 1.08207987004654 1.94774376608376
"Jaunpur" 2014 "Uttar Pradesh" 47 1197210 1027 1156 64.532 137.808 1.17387826327486 2.04895115044338
"Jhansi" 2001 "Uttar Pradesh" 31 405923 871 347 50.16 179.016 4.35547308174363 5.7308856338732
"Jhansi" 2002 "Uttar Pradesh" 14 416233 873 352 51.493 189.54 3.50524684570186 2.43105829621258
"Jhansi" 2003 "Uttar Pradesh" 8 426545 875 357 52.826 200.688 3.01179788159061 3.4022161255005
"Jhansi" 2004 "Uttar Pradesh" 25 436855 877 362 54.159 212.52 3.85154812977076 3.46639331679369
"Jhansi" 2005 "Uttar Pradesh" 13 447166 879 367 55.492 224.988 2.71401648385052 1.46556890127928
"Jhansi" 2006 "Uttar Pradesh" 21 457478 880 372 56.825 238.224 2.51678076965298 1.5529072834029
"Jhansi" 2007 "Uttar Pradesh" 28 467786 882 378 58.158 234.852 3.48655694577612 2.16589143601244
"Jhansi" 2008 "Uttar Pradesh" 26 478097 884 383 59.491 267.276 1.71977559534201 2.1366908911825
"Jhansi" 2009 "Uttar Pradesh" 27 488407 886 388 60.824 292.92 2.05647385681904 2.36494493534189
"Jhansi" 2010 "Uttar Pradesh" 32 498719 888 393 62.157 309.9 2.33306063573874 2.07946708837583
"Jhansi" 2011 "Uttar Pradesh" 28 509029 890 398 63.49 337.176 3.30230666120285 5.2036347388651
"Jhansi" 2012 "Uttar Pradesh" 33 519339 892 403 64.823 339.672 3.2084252259225 3.99819143538034
"Jhansi" 2013 "Uttar Pradesh" 24 529651 894 408 66.156 314.556 2.38605143547776 3.11647534429748
"Jhansi" 2014 "Uttar Pradesh" 33 539961 896 413 67.489 389.556 3.26661433678602 2.11369162968507
"Jyotiba Phule Nagar" 2001 "Uttar Pradesh" 14 318737 885 667 34.56 212.82 7.47130883989252 2.40149212710831
"Jyotiba Phule Nagar" 2002 "Uttar Pradesh" 10 331030 888 682 36.314 221.16 5.55511259886467 2.81023343236683
"Jyotiba Phule Nagar" 2003 "Uttar Pradesh" 13 343323 890 697 38.068 229.836 3.9697276254626 2.81722605677991
"Jyotiba Phule Nagar" 2004 "Uttar Pradesh" 6 355616 892 712 39.822 246.504 4.76735615600546 3.57551711700409
"Jyotiba Phule Nagar" 2005 "Uttar Pradesh" 8 367909 895 727 41.576 248.22 4.05604969029602 2.82694372353965
"Jyotiba Phule Nagar" 2006 "Uttar Pradesh" 14 380201 898 742 43.33 257.952 4.33497821673446 2.04707304679127
"Jyotiba Phule Nagar" 2007 "Uttar Pradesh" 12 392494 900 758 45.084 258.576 3.89308181665354 2.30045743711346
"Jyotiba Phule Nagar" 2008 "Uttar Pradesh" 16 404788 902 773 46.838 279.96 2.42713537347546 1.50251237405623
"Jyotiba Phule Nagar" 2009 "Uttar Pradesh" 16 417080 905 788 48.592 280.584 2.66095523763746 1.92494634212071
"Jyotiba Phule Nagar" 2010 "Uttar Pradesh" 21 429372 908 803 50.346 264.372 3.16162036926617 2.38508203295518
"Jyotiba Phule Nagar" 2011 "Uttar Pradesh" 16 441666 910 818 52.1 361.224 3.58652574880952 2.11931066975108
"Jyotiba Phule Nagar" 2012 "Uttar Pradesh" 19 453960 912 833 53.854 333.912 3.1943047675531 1.91658286053186
"Jyotiba Phule Nagar" 2013 "Uttar Pradesh" 16 466252 915 848 55.608 346.104 6.83268883517781 4.90284542371538
"Jyotiba Phule Nagar" 2014 "Uttar Pradesh" 23 478544 918 863 57.362 330.756 6.13192217364377 4.3945442244447
"Kannauj" 2001 "Uttar Pradesh" 22 291836 866 664 49.16 143.592 4.75188329374631 3.7439080496183
"Kannauj" 2002 "Uttar Pradesh" 15 300876 867 677 50.577 147.24 4.73960470281971 2.26369179836165
"Kannauj" 2003 "Uttar Pradesh" 16 309916 869 690 51.994 150.972 4.44829036215339 2.29364971798534
"Kannauj" 2004 "Uttar Pradesh" 22 318958 870 702 53.411 136.404 4.50715613471753 2.18528782289335
"Kannauj" 2005 "Uttar Pradesh" 10 327999 871 715 54.828 158.736 4.09292963180408 2.08001341944142
"Kannauj" 2006 "Uttar Pradesh" 19 337039 872 728 56.245 162.756 2.96662350778838 1.12072443627561
"Kannauj" 2007 "Uttar Pradesh" 13 346078 874 741 57.662 162.3 3.49775593047757 1.10114538552072
"Kannauj" 2008 "Uttar Pradesh" 31 355120 875 754 59.079 177.324 2.35473961352995 1.20919061235322
"Kannauj" 2009 "Uttar Pradesh" 25 364161 876 766 60.496 187.308 2.56372097211297 0.812887137499234
"Kannauj" 2010 "Uttar Pradesh" 22 373200 878 779 61.913 203.676 2.39605719572838 0.860123095902496
"Kannauj" 2011 "Uttar Pradesh" 34 382241 879 792 63.33 197.688 2.23346870970702 1.87128459461939
"Kannauj" 2012 "Uttar Pradesh" 27 391282 880 805 64.747 193.62 2.84685351515238 2.37237792929365
"Kannauj" 2013 "Uttar Pradesh" 26 400321 882 818 66.164 170.1 1.92301752917888 1.86474427071891
"Kannauj" 2014 "Uttar Pradesh" 31 409362 883 830 67.581 186.276 2.23295312058061 1.37412499728038
"Kanpur Dehat" 2001 "Uttar Pradesh" 39 322243 852 517 54.64 120.444 5.43709093886407 3.07035723606442
"Kanpur Dehat" 2002 "Uttar Pradesh" 37 332233 853 525 55.862 125.688 3.53269286452817 2.46026824493926
"Kanpur Dehat" 2003 "Uttar Pradesh" 22 342222 855 533 57.084 131.16 2.30191693688268 1.30649339660909
"Kanpur Dehat" 2004 "Uttar Pradesh" 25 352211 856 540 58.306 119.064 2.82238371165546 2.27017820285331
"Kanpur Dehat" 2005 "Uttar Pradesh" 26 362200 857 548 59.528 142.824 2.9649978972719 2.42040644675257
"Kanpur Dehat" 2006 "Uttar Pradesh" 50 372189 858 556 60.75 149.04 2.98379204162987 2.02897858830831
"Kanpur Dehat" 2007 "Uttar Pradesh" 37 382180 860 564 61.972 162.552 2.4129726115838 2.11870765895163
"Kanpur Dehat" 2008 "Uttar Pradesh" 31 392169 861 572 63.194 170.424 2.90207527402846 2.08949419730049
"Kanpur Dehat" 2009 "Uttar Pradesh" 22 402158 862 579 64.416 172.524 1.88896005879817 1.25930670586545
"Kanpur Dehat" 2010 "Uttar Pradesh" 22 412147 864 587 65.638 187.02 1.69355849381682 1.35484679505345
"Kanpur Dehat" 2011 "Uttar Pradesh" 29 422137 865 595 66.86 192.18 2.78367917763436 1.00212450394837
"Kanpur Dehat" 2012 "Uttar Pradesh" 28 432127 866 603 68.082 193.524 2.41586078492415 0.988306684741698
"Kanpur Dehat" 2013 "Uttar Pradesh" 32 442116 868 611 69.304 198.444 2.6532955013104 1.02882886785505
"Kanpur Dehat" 2014 "Uttar Pradesh" 35 452105 869 618 70.526 192.276 2.45650386098324 1.17484967264416
"Kanpur Nagar" 2001 "Uttar Pradesh" 64 994473 855 1321 67.46 201.384 9.34489608475554 16.0643213647464
"Kanpur Nagar" 2002 "Uttar Pradesh" 50 1014858 856 1334 68.219 211.716 8.9080141699164 11.8185534531564
"Kanpur Nagar" 2003 "Uttar Pradesh" 43 1035243 856 1347 68.978 222.564 8.17232326913908 7.29827799971244
"Kanpur Nagar" 2004 "Uttar Pradesh" 46 1055628 857 1360 69.737 229.116 6.45304349784408 6.97275169901273
"Kanpur Nagar" 2005 "Uttar Pradesh" 51 1076012 858 1373 70.496 245.976 6.43789810352398 5.8799469345519
"Kanpur Nagar" 2006 "Uttar Pradesh" 67 1096397 858 1386 71.255 258.588 6.12476920466044 7.31569655001108
"Kanpur Nagar" 2007 "Uttar Pradesh" 59 1116783 859 1400 72.014 260.472 6.23825848055413 11.1277043166641
"Kanpur Nagar" 2008 "Uttar Pradesh" 86 1137168 860 1413 72.773 281.604 7.01754679095522 11.6541402064078
"Kanpur Nagar" 2009 "Uttar Pradesh" 73 1157552 861 1426 73.532 311.424 5.91951855686277 9.47950873791311
"Kanpur Nagar" 2010 "Uttar Pradesh" 92 1177936 861 1439 74.291 337.788 6.15341194385463 10.9530732600612
"Kanpur Nagar" 2011 "Uttar Pradesh" 69 1198322 862 1452 75.05 342.3 6.46392439078529 12.9685023940912
"Kanpur Nagar" 2012 "Uttar Pradesh" 56 1218708 863 1465 75.809 341.94 6.08345778906194 9.06475498370157
"Kanpur Nagar" 2013 "Uttar Pradesh" 56 1239092 863 1478 76.568 361.092 4.83095837829917 6.82722217098479
"Kanpur Nagar" 2014 "Uttar Pradesh" 73 1259476 864 1491 77.327 375.996 5.42054529102987 9.89150600552895
"Kaushambi" 2001 "Uttar Pradesh" 28 270286 895 726 29.79 115.956 5.95443388799787 8.97031598711368
"Kaushambi" 2002 "Uttar Pradesh" 13 278440 896 743 31.667 122.22 4.61788864075097 3.10382679132443
"Kaushambi" 2003 "Uttar Pradesh" 16 286592 898 761 33.544 128.832 4.15016789652446 2.22330423028096
"Kaushambi" 2004 "Uttar Pradesh" 19 294745 899 778 35.421 131.352 4.71579704950716 2.17652171515715
"Kaushambi" 2005 "Uttar Pradesh" 13 302898 900 795 37.298 143.136 4.97168624682434 2.20174676645078
"Kaushambi" 2006 "Uttar Pradesh" 17 311053 902 812 39.175 150.876 3.47648091133861 2.57259587439057
"Kaushambi" 2007 "Uttar Pradesh" 35 319204 903 830 41.052 143.64 3.4713950243338 4.22012728448423
"Kaushambi" 2008 "Uttar Pradesh" 26 327356 904 847 42.929 158.58 3.73151981470339 5.73054828686592
"Kaushambi" 2009 "Uttar Pradesh" 27 335510 905 864 44.806 175.524 3.26160839042235 3.58776922946459
"Kaushambi" 2010 "Uttar Pradesh" 22 343663 907 882 46.683 212.16 2.42666211986817 2.87367882615967
"Kaushambi" 2011 "Uttar Pradesh" 22 351816 908 899 48.56 226.788 3.25082083226015 6.2515785235772
"Kaushambi" 2012 "Uttar Pradesh" 20 359969 909 916 50.437 220.824 2.69281471353959 2.99881638553273
"Kaushambi" 2013 "Uttar Pradesh" 22 368122 911 934 52.314 207.576 1.73746330357678 3.5348391348631
"Kaushambi" 2014 "Uttar Pradesh" 27 376276 912 951 54.191 200.22 2.34607407963514 3.28450371148919
"Kheri" 2001 "Uttar Pradesh" 88 679864 871 418 35.38 125.592 5.36287989144533 5.01990501466685
"Kheri" 2002 "Uttar Pradesh" 66 703651 873 429 36.884 130.404 4.38943961792367 2.62147088292663
"Kheri" 2003 "Uttar Pradesh" 35 727439 876 439 38.388 135.408 2.95024984742142 1.6390276930119
"Kheri" 2004 "Uttar Pradesh" 58 751224 878 450 39.892 153.012 3.29214558159102 2.44725866242164
"Kheri" 2005 "Uttar Pradesh" 61 775010 880 460 41.396 145.98 3.73120405955002 1.82287831916947
"Kheri" 2006 "Uttar Pradesh" 60 798799 882 471 42.9 151.572 2.92377468779655 1.53150102694105
"Kheri" 2007 "Uttar Pradesh" 57 822586 885 482 44.404 157.092 2.53171379873855 1.82392284425251
"Kheri" 2008 "Uttar Pradesh" 48 846372 887 492 45.908 150.708 2.10249867329672 1.67667615718599
"Kheri" 2009 "Uttar Pradesh" 40 870157 889 503 47.412 161.4 1.74325315496298 1.09278555982754
"Kheri" 2010 "Uttar Pradesh" 37 893945 892 513 48.916 164.832 1.88232421253984 0.534173087342387
"Kheri" 2011 "Uttar Pradesh" 57 917732 894 524 50.42 196.092 2.2132460037854 1.1190569682061
"Kheri" 2012 "Uttar Pradesh" 51 941519 896 535 51.924 188.904 2.16374807845799 1.21558880812247
"Kheri" 2013 "Uttar Pradesh" 57 965307 899 545 53.428 200.58 2.09158926796039 1.59246001083348
"Kheri" 2014 "Uttar Pradesh" 51 989092 901 556 54.932 209.46 1.83568355046294 1.55684554279768
"Kushinagar" 2001 "Uttar Pradesh" 18 648510 963 996 29.64 75.456 2.38490582732729 2.00470344905772
"Kushinagar" 2002 "Uttar Pradesh" 18 667878 963 1019 31.912 79.368 1.86175362297255 1.15090223965576
"Kushinagar" 2003 "Uttar Pradesh" 12 687247 963 1042 34.184 83.496 1.22658791751229 1.06083279352415
"Kushinagar" 2004 "Uttar Pradesh" 21 706617 962 1065 36.456 94.044 1.49345509537659 1.85058566166229
"Kushinagar" 2005 "Uttar Pradesh" 16 725987 962 1088 38.728 92.376 1.30363379972687 1.11285812171806
"Kushinagar" 2006 "Uttar Pradesh" 24 745355 962 1112 41 97.176 0.622786383647623 1.68152323584858
"Kushinagar" 2007 "Uttar Pradesh" 18 764722 962 1135 43.272 106.752 0.609925128640834 1.03687271868942
"Kushinagar" 2008 "Uttar Pradesh" 14 784092 962 1158 45.544 107.316 0.65706220915664 0.209065248368022
"Kushinagar" 2009 "Uttar Pradesh" 22 803462 961 1181 47.816 105.804 0.701992488680371 0.321746557311837
"Kushinagar" 2010 "Uttar Pradesh" 25 822831 961 1204 50.088 112.476 1.11718016850514 0.486975970886858
"Kushinagar" 2011 "Uttar Pradesh" 35 842199 961 1227 52.36 122.52 1.40270396437805 0.81356829933927
"Kushinagar" 2012 "Uttar Pradesh" 28 861567 961 1250 54.632 125.004 0.98909033362017 1.07151452808852
"Kushinagar" 2013 "Uttar Pradesh" 29 880936 961 1273 56.904 129.06 1.34536701343053 1.29155233289331
"Kushinagar" 2014 "Uttar Pradesh" 31 900306 960 1296 59.176 167.448 0.948660096668464 1.05406677407607
"Lalitpur" 2001 "Uttar Pradesh" 10 210773 882 194 32.97 146.796 2.55693266266694 4.70475609930717
"Lalitpur" 2002 "Uttar Pradesh" 9 217867 884 199 34.757 151.416 1.80045011252813 2.30057514378595
"Lalitpur" 2003 "Uttar Pradesh" 5 224957 887 204 36.544 156.204 1.17386851303141 0.978223760859507
"Lalitpur" 2004 "Uttar Pradesh" 6 232052 889 208 38.331 154.524 1.53069180572842 1.53069180572842
"Lalitpur" 2005 "Uttar Pradesh" 1 239143 892 213 40.118 166.212 1.96479094624332 0.935614736306343
"Lalitpur" 2006 "Uttar Pradesh" 9 246238 894 218 41.905 171.456 1.73852254863746 2.01302610894863
"Lalitpur" 2007 "Uttar Pradesh" 14 253332 896 223 43.692 145.656 1.96869594475481 2.05818212406185
"Lalitpur" 2008 "Uttar Pradesh" 10 260423 899 228 45.479 192.768 1.92534391455674 2.10037517951644
"Lalitpur" 2009 "Uttar Pradesh" 8 267518 901 232 47.266 203.64 1.79735583280483 1.11264884887918
"Lalitpur" 2010 "Uttar Pradesh" 8 274608 904 237 49.053 221.796 0.920740174656041 1.42296208810479
"Lalitpur" 2011 "Uttar Pradesh" 14 281702 906 242 50.84 212.22 1.55534744824786 1.63720784026091
"Lalitpur" 2012 "Uttar Pradesh" 7 288796 908 247 52.627 223.212 1.84132722866642 1.84132722866642
"Lalitpur" 2013 "Uttar Pradesh" 11 295886 911 252 54.414 178.692 1.40930532991446 1.33101058936366
"Lalitpur" 2014 "Uttar Pradesh" 12 302981 913 256 56.201 210.036 2.06740664510438 0.918847397824169
"Lucknow" 2001 "Uttar Pradesh" 47 893113 888 1443 60.47 248.736 4.55064567082822 18.367063852138
"Lucknow" 2002 "Uttar Pradesh" 59 924710 891 1480 61.577 259.236 4.68842219590157 17.5748854886367
"Lucknow" 2003 "Uttar Pradesh" 29 956308 894 1518 62.684 270.18 4.60813445698503 10.9966844996234
"Lucknow" 2004 "Uttar Pradesh" 48 987905 897 1555 63.791 287.904 4.426722769194 12.2566485921614
"Lucknow" 2005 "Uttar Pradesh" 44 1019504 900 1592 64.898 293.472 4.85134018272548 11.9282951915467
"Lucknow" 2006 "Uttar Pradesh" 39 1051099 902 1630 66.005 305.868 4.08131644205985 11.2908275223452
"Lucknow" 2007 "Uttar Pradesh" 57 1082696 905 1667 67.112 293.868 3.79755996024743 14.6409072681237
"Lucknow" 2008 "Uttar Pradesh" 62 1114295 908 1704 68.219 323.076 3.03441328102005 18.7666790610778
"Lucknow" 2009 "Uttar Pradesh" 53 1145892 911 1741 69.326 347.196 2.60051859815623 15.0100108560246
"Lucknow" 2010 "Uttar Pradesh" 66 1177490 914 1779 70.433 373.896 2.54146262511687 10.946124113442
"Lucknow" 2011 "Uttar Pradesh" 48 1209087 917 1816 71.54 394.572 2.59268409909021 9.8914166469492
"Lucknow" 2012 "Uttar Pradesh" 32 1240684 920 1853 72.647 421.5 3.00224082144716 10.1991017976822
"Lucknow" 2013 "Uttar Pradesh" 60 1272282 923 1891 73.754 403.596 2.7675906396339 11.5073505542672
"Lucknow" 2014 "Uttar Pradesh" 52 1303879 926 1928 74.861 396.588 2.68440379696715 12.6695724659889
"Mahoba" 2001 "Uttar Pradesh" 11 150193 866 233 36.41 141.912 7.90461389489969 5.64615278207121
"Mahoba" 2002 "Uttar Pradesh" 13 154937 867 238 38.091 151.896 5.66576935620277 7.18585381762303
"Mahoba" 2003 "Uttar Pradesh" 9 159683 868 242 39.772 162.588 4.32919759675418 2.02931137347852
"Mahoba" 2004 "Uttar Pradesh" 5 164428 870 247 41.453 191.076 4.76806666816772 3.17871111211182
"Mahoba" 2005 "Uttar Pradesh" 4 169174 871 251 43.134 186.3 5.57558877569147 1.55597826298367
"Mahoba" 2006 "Uttar Pradesh" 9 173920 872 256 44.815 199.416 5.58543622891657 1.90412598713065
"Mahoba" 2007 "Uttar Pradesh" 12 178664 873 261 46.496 167.112 3.72827811960565 2.23696687176339
"Mahoba" 2008 "Uttar Pradesh" 17 183410 874 265 48.177 229.74 2.79831906190612 5.23163998530274
"Mahoba" 2009 "Uttar Pradesh" 17 188155 876 270 49.858 243.444 1.90577604987416 4.04977410598259
"Mahoba" 2010 "Uttar Pradesh" 14 192901 877 274 51.539 271.272 2.79863146921156 3.49828933651444
"Mahoba" 2011 "Uttar Pradesh" 15 197645 878 279 53.22 303.264 1.48408941981237 3.53898246262949
"Mahoba" 2012 "Uttar Pradesh" 20 202389 879 284 54.901 332.244 3.24113605171512 5.47640229427727
"Mahoba" 2013 "Uttar Pradesh" 16 207135 880 288 56.582 301.44 3.17306787520433 4.81430987962037
"Mahoba" 2014 "Uttar Pradesh" 14 211880 882 293 58.263 327.624 2.89219503677908 3.64202337964773
"Mahrajganj" 2001 "Uttar Pradesh" 7 469351 934 736 27.93 82.86 1.79402891974619 2.07003336893791
"Mahrajganj" 2002 "Uttar Pradesh" 6 485652 935 753 30.029 86.304 2.07184155636738 1.26112094735406
"Mahrajganj" 2003 "Uttar Pradesh" 4 501956 936 771 32.128 89.892 1.23478295382132 1.19068356261342
"Mahrajganj" 2004 "Uttar Pradesh" 8 518257 937 788 34.227 97.5 1.0794599073478 1.29535188881736
"Mahrajganj" 2005 "Uttar Pradesh" 9 534560 938 805 36.326 97.524 1.26829891099628 1.26829891099628
"Mahrajganj" 2006 "Uttar Pradesh" 12 550861 938 822 38.425 101.58 1.03484274115768 1.07623645080399
"Mahrajganj" 2007 "Uttar Pradesh" 18 567163 939 840 40.524 104.628 1.01323035670572 1.09428878524218
"Mahrajganj" 2008 "Uttar Pradesh" 14 583466 940 857 42.623 105.588 0.952386621348937 0.634924414232624
"Mahrajganj" 2009 "Uttar Pradesh" 17 599767 941 874 44.722 110.268 1.08791266858761 0.738226453684449
"Mahrajganj" 2010 "Uttar Pradesh" 14 616071 942 892 46.821 123.48 0.989106889738168 0.68476630828027
"Mahrajganj" 2011 "Uttar Pradesh" 26 632372 943 909 48.92 124.032 0.819457496788285 0.744961360716623
"Mahrajganj" 2012 "Uttar Pradesh" 20 648673 944 926 51.019 130.26 1.09410467226459 1.89644809859196
"Mahrajganj" 2013 "Uttar Pradesh" 23 664977 945 944 53.118 139.404 1.14267186677589 0.892712395918662
"Mahrajganj" 2014 "Uttar Pradesh" 26 681278 946 961 55.217 138.804 1.15377031160189 0.943993891310641
"Mainpuri" 2001 "Uttar Pradesh" 42 335168 857 579 51.41 121.74 8.51747146333918 5.51130506451358
"Mainpuri" 2002 "Uttar Pradesh" 42 344887 859 589 52.899 127.332 7.58315110137563 3.26753665343828
"Mainpuri" 2003 "Uttar Pradesh" 31 354604 862 599 54.388 133.188 6.55452362268521 1.57794087212792
"Mainpuri" 2004 "Uttar Pradesh" 35 364320 864 608 55.877 136.896 7.58741659816086 2.62871126235494
"Mainpuri" 2005 "Uttar Pradesh" 22 374038 867 618 57.366 145.704 6.528090786335 2.23484189081739
"Mainpuri" 2006 "Uttar Pradesh" 35 383759 869 628 58.855 152.4 6.36837580364561 2.14209004304443
"Mainpuri" 2007 "Uttar Pradesh" 48 393478 871 638 60.344 156.3 6.15506313783979 3.07753156891989
"Mainpuri" 2008 "Uttar Pradesh" 38 403195 874 648 61.833 170.916 5.6102429571815 3.3661457743089
"Mainpuri" 2009 "Uttar Pradesh" 36 412912 876 657 63.322 178.656 4.14205366334271 2.31955005147192
"Mainpuri" 2010 "Uttar Pradesh" 28 422630 879 667 64.811 186.516 3.69688781848281 2.01154190123329
"Mainpuri" 2011 "Uttar Pradesh" 34 432348 881 677 66.3 193.668 4.38847885154579 2.94349191262218
"Mainpuri" 2012 "Uttar Pradesh" 39 442066 883 687 67.789 188.412 4.26734663235228 3.68783042302049
"Mainpuri" 2013 "Uttar Pradesh" 38 451784 886 697 69.278 204.792 3.68217345733787 5.60105258299282
"Mainpuri" 2014 "Uttar Pradesh" 37 461501 888 706 70.767 223.26 2.91000428842737 2.91000428842737
"Mathura" 2001 "Uttar Pradesh" 21 424868 840 621 43.43 171.252 6.02550185199825 5.20603360012649
"Mathura" 2002 "Uttar Pradesh" 29 438966 842 635 44.776 181.692 5.80863247790595 3.63629838047771
"Mathura" 2003 "Uttar Pradesh" 18 453067 845 649 46.122 192.756 4.34893041757597 2.82217824970356
"Mathura" 2004 "Uttar Pradesh" 22 467166 847 664 47.468 195.372 4.35122350966062 2.3569127343995
"Mathura" 2005 "Uttar Pradesh" 23 481264 849 678 48.814 216.96 3.99639436419586 3.50794616412748
"Mathura" 2006 "Uttar Pradesh" 25 495363 852 692 50.16 230.184 4.52423139181453 4.56773361673583
"Mathura" 2007 "Uttar Pradesh" 26 509462 854 706 51.506 269.76 3.53732625015716 3.7077998043816
"Mathura" 2008 "Uttar Pradesh" 31 523561 856 720 52.852 275.268 3.96648942721805 2.63040877804987
"Mathura" 2009 "Uttar Pradesh" 25 537659 858 735 54.198 246.6 3.55866936852844 2.41335049130089
"Mathura" 2010 "Uttar Pradesh" 29 551759 861 749 55.544 269.76 3.00549042991737 2.20402631527274
"Mathura" 2011 "Uttar Pradesh" 36 565858 863 763 56.89 307.092 4.43627158462051 3.57257269203952
"Mathura" 2012 "Uttar Pradesh" 34 579957 865 777 58.236 350.292 3.88460343198944 2.53845372783468
"Mathura" 2013 "Uttar Pradesh" 32 594057 868 791 59.582 355.008 4.0694412468768 4.78536146623475
"Mathura" 2014 "Uttar Pradesh" 48 608155 870 806 60.928 360.384 3.17464419067799 4.06059140668115
"Mau" 2001 "Uttar Pradesh" 16 418598 986 1082 48.66 101.076 2.64293847293173 4.26106406860421
"Mau" 2002 "Uttar Pradesh" 6 430427 985 1103 50.157 106.092 2.43837148589588 3.39251684994209
"Mau" 2003 "Uttar Pradesh" 9 442255 985 1123 51.654 111.36 1.97959557904213 3.59452881457649
"Mau" 2004 "Uttar Pradesh" 9 454084 984 1144 53.151 115.608 2.15027119015462 2.66224052114382
"Mau" 2005 "Uttar Pradesh" 10 465914 983 1164 54.648 122.7 1.71069957046346 2.46541996919734
"Mau" 2006 "Uttar Pradesh" 10 477740 982 1185 56.145 128.796 1.63177309453405 3.31299385859944
"Mau" 2007 "Uttar Pradesh" 14 489568 982 1206 57.642 127.404 1.5550588006609 3.01292642628049
"Mau" 2008 "Uttar Pradesh" 12 501398 981 1226 59.139 133.44 1.28947094439897 2.05360187441317
"Mau" 2009 "Uttar Pradesh" 10 513227 980 1247 60.636 157.716 1.36112148901059 1.59579760780552
"Mau" 2010 "Uttar Pradesh" 17 525055 980 1267 62.133 173.424 1.19928688556727 2.67533228318853
"Mau" 2011 "Uttar Pradesh" 7 536884 979 1288 63.63 166.092 1.26928405126457 3.08254698164253
"Mau" 2012 "Uttar Pradesh" 11 548713 978 1309 65.127 174.84 1.02465954572833 3.25218029731165
"Mau" 2013 "Uttar Pradesh" 11 560541 978 1329 66.624 175.752 1.18213349702234 3.15235599205957
"Mau" 2014 "Uttar Pradesh" 16 572370 977 1350 68.121 182.004 1.20479128281873 2.88289342674482
"Meerut" 2001 "Uttar Pradesh" 34 684575 872 1167 53.12 217.344 9.17473737731291 8.94119860770858
"Meerut" 2002 "Uttar Pradesh" 26 702113 873 1185 54.206 226.728 7.56763657445337 5.69217881469753
"Meerut" 2003 "Uttar Pradesh" 31 719651 875 1203 55.292 236.52 6.26269574980368 5.12697372263721
"Meerut" 2004 "Uttar Pradesh" 19 737187 876 1221 56.378 239.352 7.20042396096282 4.76828075637094
"Meerut" 2005 "Uttar Pradesh" 34 754726 878 1239 57.464 257.388 6.2805843152664 6.15434141445702
"Meerut" 2006 "Uttar Pradesh" 21 772264 879 1256 58.55 268.5 5.75824580799705 4.63772229941384
"Meerut" 2007 "Uttar Pradesh" 38 789801 880 1274 59.636 288.432 5.98583291483664 5.1263287014242
"Meerut" 2008 "Uttar Pradesh" 37 807340 882 1292 60.722 288.528 5.02538880918568 3.78417832016994
"Meerut" 2009 "Uttar Pradesh" 41 824876 883 1310 61.808 306.432 5.22481794495072 3.88129333053482
"Meerut" 2010 "Uttar Pradesh" 43 842414 885 1328 62.894 325.896 4.82890227567909 6.38946215745343
"Meerut" 2011 "Uttar Pradesh" 36 859952 886 1346 63.98 349.428 5.48830048241871 7.17254084210276
"Meerut" 2012 "Uttar Pradesh" 39 877490 887 1364 65.066 323.484 5.78494053968913 7.932814502445
"Meerut" 2013 "Uttar Pradesh" 42 895028 889 1382 66.152 350.172 6.7219618638814 7.99292103982536
"Meerut" 2014 "Uttar Pradesh" 53 912564 890 1400 67.238 385.2 6.29504894400554 7.77132148397144
"Mirzapur" 2001 "Uttar Pradesh" 23 452790 897 476 39.26 87.66 2.07935381244796 3.63886917178392
"Mirzapur" 2002 "Uttar Pradesh" 15 465291 898 485 41.02 92.94 2.13818235906589 1.76632455748922
"Mirzapur" 2003 "Uttar Pradesh" 12 477793 898 494 42.78 98.544 1.41729317120719 2.05736105497817
